algo,lr,loss
bag:2:greedify:mtr,learning_rate:1.0,0.5260846363636363
epsilon:0:ips,learning_rate:0.01,0.526114
bag:16:greedify:mtr,learning_rate:0.3,0.5264757272727273
epsilon:0:mtr,learning_rate:0.03,0.5265003636363637
cover:16:psi:0.01:nounif:dr,learning_rate:0.01,0.5266014545454545
cover:16:psi:1.0:nounif:dr,learning_rate:0.1,0.5266251818181819
bag:2:mtr,learning_rate:10.0,0.5266491818181819
cover:16:psi:0:nounif:ips,learning_rate:0.03,0.5272592727272728
cover:4:psi:0.01:nounif:ips,learning_rate:0.03,0.5279780000000002
bag:4:greedify:mtr,learning_rate:1.0,0.5282352727272727
cover:8:psi:1.0:nounif:dr,learning_rate:0.1,0.5287203636363637
cover:8:psi:0:nounif:ips,learning_rate:0.003,0.5289644545454546
cover:8:psi:1.0:nounif:dr,learning_rate:10.0,0.5290809090909091
epsilon:0:ips,learning_rate:0.003,0.5297426363636363
cover:1:mtr,learning_rate:3.0,0.5300418
cover:16:psi:0:nounif:dr,learning_rate:0.003,0.5301159999999999
cover:4:psi:0.1:nounif:dr,learning_rate:0.03,0.5303843636363635
cover:8:psi:0.01:nounif:ips,learning_rate:0.01,0.5307323636363637
bag:16:greedify:mtr,learning_rate:1.0,0.5318792727272728
cover:4:psi:0:nounif:ips,learning_rate:0.003,0.5321492727272726
bag:2:dr,learning_rate:10.0,0.5323294545454546
epsilon:0:dr,learning_rate:0.003,0.5328098181818182
cover:8:psi:0.01:nounif:dr,learning_rate:0.01,0.5328376363636363
bag:4:mtr,learning_rate:0.3,0.5330119090909091
cover:1:nounif:dr,learning_rate:1.0,0.5332969
cover:8:psi:0.01:nounif:ips,learning_rate:0.03,0.5333396363636362
bag:2:greedify:mtr,learning_rate:0.03,0.5338448181818182
bag:8:greedify:mtr,learning_rate:0.3,0.5340601818181817
cover:4:psi:0:nounif:ips,learning_rate:0.03,0.5341635454545455
bag:2:dr,learning_rate:1.0,0.5346515454545454
cover:4:psi:0:nounif:dr,learning_rate:0.003,0.5349743636363636
cover:4:psi:1.0:nounif:dr,learning_rate:0.1,0.5356552727272726
epsilon:0:ips,learning_rate:0.03,0.5360258181818183
cover:8:psi:0:nounif:ips,learning_rate:0.03,0.5362854545454545
cover:4:psi:0.01:nounif:dr,learning_rate:3.0,0.5367542727272728
cover:16:psi:0:nounif:ips,learning_rate:0.003,0.5373074545454546
bag:8:mtr,learning_rate:0.3,0.5381266363636364
cover:16:psi:0.01:nounif:dr,learning_rate:0.3,0.5382181818181817
cover:8:psi:0:nounif:dr,learning_rate:0.003,0.538793
bag:8:greedify:dr,learning_rate:1.0,0.5392003636363637
cover:16:psi:0.01:nounif:ips,learning_rate:0.03,0.5395036363636364
cover:1:nounif:dr,learning_rate:0.1,0.5398539
bag:2:mtr,learning_rate:1.0,0.5399538181818181
epsilon:0.02:mtr,learning_rate:0.3,0.5401300909090909
cover:4:psi:0:nounif:ips,learning_rate:0.1,0.5409511818181819
cover:16:psi:0.01:nounif:ips,learning_rate:0.01,0.5411519090909092
cover:16:psi:0:nounif:ips,learning_rate:0.3,0.5415946363636364
cover:8:psi:0:nounif:ips,learning_rate:0.3,0.5416060909090908
cover:4:psi:0.1:nounif:dr,learning_rate:0.01,0.5416212727272727
cover:8:psi:0.01:nounif:ips,learning_rate:0.1,0.5419043636363636
cover:4:psi:0:nounif:ips,learning_rate:0.3,0.5426659999999999
epsilon:0:ips,learning_rate:0.1,0.5434411818181819
cover:8:psi:0:nounif:ips,learning_rate:0.1,0.543587090909091
bag:4:mtr,learning_rate:0.1,0.5441484545454546
epsilon:0:ips,learning_rate:0.3,0.5441984545454545
cover:4:psi:0.01:nounif:ips,learning_rate:0.01,0.5444190909090908
bag:2:mtr,learning_rate:0.03,0.5444669090909091
cover:16:psi:0:nounif:ips,learning_rate:0.1,0.5446519090909091
cover:8:psi:0.1:nounif:dr,learning_rate:0.01,0.5447082727272728
bag:4:greedify:mtr,learning_rate:0.1,0.5448121818181819
cover:4:psi:0.01:nounif:ips,learning_rate:0.1,0.5449571818181819
cover:4:psi:0.1:nounif:ips,learning_rate:0.03,0.5451226363636363
cover:16:psi:1.0:nounif:dr,learning_rate:10.0,0.5452442727272726
bag:16:greedify:mtr,learning_rate:0.1,0.545689
bag:2:greedify:dr,learning_rate:0.01,0.546031909090909
cover:4:psi:0:nounif:mtr,learning_rate:1.0,0.5460626363636364
bag:2:mtr,learning_rate:0.1,0.5463674545454545
epsilon:0:mtr,learning_rate:0.01,0.5472567272727273
bag:2:greedify:dr,learning_rate:0.1,0.547482
cover:4:psi:0:nounif:ips,learning_rate:0.001,0.5480013636363636
cover:16:psi:0.01:nounif:ips,learning_rate:0.1,0.5480707272727272
cover:16:psi:0.1:nounif:dr,learning_rate:0.01,0.5480973636363635
